,year,month,day,date,epochTime,raw_value,NaN,isodate,value.avg
0,2004,1,29,01/29/2004,1075334400,0.0,0.0,01/29/2004,0.0
1,2004,1,30,01/30/2004,1075420800,0.0,0.0,01/30/2004,0.0
2,2004,1,31,01/31/2004,1075507200,0.0,0.0,01/31/2004,0.0
3,2004,2,1,02/01/2004,1075593600,6.819879055023193,0.0,02/01/2004,6.819879055023193
4,2004,2,2,02/02/2004,1075680000,0.0,0.0,02/02/2004,0.0
5,2004,2,3,02/03/2004,1075766400,0.0,0.0,02/03/2004,0.0
6,2004,2,4,02/04/2004,1075852800,0.0,0.0,02/04/2004,0.0
7,2004,2,5,02/05/2004,1075939200,0.0,0.0,02/05/2004,0.0
8,2004,2,6,02/06/2004,1076025600,4.632074356079102,0.0,02/06/2004,4.632074356079102
9,2004,2,7,02/07/2004,1076112000,0.0,0.0,02/07/2004,0.0
10,2004,2,8,02/08/2004,1076198400,0.0,0.0,02/08/2004,0.0
11,2004,2,9,02/09/2004,1076284800,0.0,0.0,02/09/2004,0.0
12,2004,2,10,02/10/2004,1076371200,0.0,0.0,02/10/2004,0.0
13,2004,2,11,02/11/2004,1076457600,0.0,0.0,02/11/2004,0.0
14,2004,2,12,02/12/2004,1076544000,0.0,0.0,02/12/2004,0.0
15,2004,2,13,02/13/2004,1076630400,0.0,0.0,02/13/2004,0.0
16,2004,2,14,02/14/2004,1076716800,0.0,0.0,02/14/2004,0.0
17,2004,2,15,02/15/2004,1076803200,4.631119251251221,0.0,02/15/2004,4.631119251251221
18,2004,2,16,02/16/2004,1076889600,0.0,0.0,02/16/2004,0.0
19,2004,2,17,02/17/2004,1076976000,0.0,0.0,02/17/2004,0.0
20,2004,2,18,02/18/2004,1077062400,0.0,0.0,02/18/2004,0.0
21,2004,2,19,02/19/2004,1077148800,10.989773750305176,0.0,02/19/2004,10.989773750305176
22,2004,2,20,02/20/2004,1077235200,0.0,0.0,02/20/2004,0.0
23,2004,2,21,02/21/2004,1077321600,6.391872406005859,0.0,02/21/2004,6.391872406005859
24,2004,2,22,02/22/2004,1077408000,0.0,0.0,02/22/2004,0.0
25,2004,2,23,02/23/2004,1077494400,0.0,0.0,02/23/2004,0.0
26,2004,2,24,02/24/2004,1077580800,0.0,0.0,02/24/2004,0.0
27,2004,2,25,02/25/2004,1077667200,0.0,0.0,02/25/2004,0.0
28,2004,2,26,02/26/2004,1077753600,0.0,0.0,02/26/2004,0.0
29,2004,2,27,02/27/2004,1077840000,0.0,0.0,02/27/2004,0.0
30,2004,2,28,02/28/2004,1077926400,0.0,0.0,02/28/2004,0.0
31,2004,2,29,02/29/2004,1078012800,0.0,0.0,02/29/2004,0.0
32,2004,3,1,03/01/2004,1078099200,0.0,0.0,03/01/2004,0.0
33,2004,3,2,03/02/2004,1078185600,8.63199520111084,0.0,03/02/2004,8.63199520111084
34,2004,3,3,03/03/2004,1078272000,0.0,0.0,03/03/2004,0.0
